,Noisy_CP_0,Noisy_CP_1,Noisy_CP_2,Noisy_CP_3,Noisy_CP_4,Noisy_CP_5,Noisy_CP_6,Noisy_CP_7,Noisy_CP_8,Noisy_CP_9,Noisy_CP_10,Noisy_CP_11,Noisy_CP_12,Noisy_CP_13,Noisy_CP_14,Noisy_CP_15,Noisy_CP_16,Noisy_CP_17,Noisy_CP_18,Noisy_CP_19,Noisy_CP_20,Noisy_CP_21,Noisy_CP_22,Noisy_CP_23,Noisy_CP_24,Noisy_CP_25,Noisy_CP_26,Noisy_CP_27,Noisy_CP_28,Noisy_CP_29,Noisy_CP_30,Noisy_CP_31,Noisy_CP_32,Noisy_CP_33,Noisy_CP_34,Noisy_CP_35,Noisy_CP_36,Noisy_CP_37,Noisy_CP_38,Noisy_CP_39,Noisy_CP_40,Noisy_CP_41,Noisy_CP_42,Noisy_CP_43,Noisy_CP_44,Noisy_CP_45,Noisy_CP_46,Noisy_CP_47,Noisy_CP_48,Noisy_CP_49,Noisy_CP_50,Noisy_CP_51,Noisy_CP_52,Noisy_CP_53,Noisy_CP_54,Noisy_CP_55,Noisy_CP_56,Noisy_CP_57,Noisy_CP_58,Noisy_CP_59,Noisy_CP_60,Noisy_CP_61,Noisy_CP_62,Noisy_CP_63,Noisy_CP_64
Clean_CP_10,7.999553762663016e-57,7.320436320756582e-05,7.287259826170556e-38,1.9511648003214002e-13,0.000355932944278783,5.062887740169504e-23,1.8447021734845157e-05,3.321223447576181e-05,8.107211064762172e-07,0.0003165634347437499,0.0006838519017562736,6.969090907711768e-41,1.6024363188686426e-33,7.406841545670614e-33,7.438760783453099e-35,4.806833505337976e-09,0.008336429148969085,3.7264877534352596e-13,1.6367318066154568e-24,0.0033502894761824526,1.416794975390988e-08,4.891373516105524e-45,1.634853713880564e-39,1.0588799091056223e-06,2.3933042720893263e-25,2.101161985260257e-26,0.0016968348861534828,7.340844637585641e-08,3.960870768118625e-40,2.507638307390687e-22,1.6936439459353594e-10,1.045175565454282e-36,4.3224887963905114e-20,1.390483622870765e-16,1.858599715751154e-37,1.6405386886533827e-08,3.7225149237277376e-25,2.1702223946673252e-13,2.735324796377589e-50,1.825494945812437e-50,1.2076806220377538e-23,1.804066697216028e-33,5.816084846454778e-23,9.418620545798213e-38,9.775749262055342e-19,2.913226435228961e-48,6.215660446917344e-50,7.312374918184936e-35,3.6654959501385423e-40,4.410014060727044e-49,4.3002155101078897e-51,4.321989907444033e-48,9.775544461263109e-26,6.021447050740812e-28,7.488742326633237e-36,1.3605165994958155e-35,7.992101360681639e-37,6.115706670839358e-53,1.5191500349149376e-52,8.31592843488491e-30,9.174384418479958e-37,5.71883978774734e-73,1.6815358833183616e-37,5.45506672283622e-44,1.1454402957661382e-30
Clean_CP_11,1.1165946960555208e-68,4.178380435455557e-15,2.3007877224074105e-37,3.5919965046887787e-10,7.046031065755177e-17,7.139007959871996e-28,1.5007550563206775e-09,4.4955695436044856e-11,2.887465104560326e-29,1.3841980756295598e-13,1.577283658193272e-14,5.816692902679736e-37,3.731833593855663e-28,6.452566846717958e-25,1.175208323358871e-23,0.018411499012071023,4.2141907864200424e-07,6.368794315356316e-09,2.0395840374831703e-13,3.068263615401116e-07,0.001162893189036306,2.26416079975435e-46,3.874786252890443e-26,3.847631926977911e-06,3.1970221403799343e-10,1.6198409231680831e-18,5.5827774593233364e-15,7.183180342922783e-09,1.0287917668098448e-32,3.8436770234826994e-10,1.8249662631417992e-13,3.087455565800216e-30,3.6290788456331776e-11,4.117477267965463e-13,7.3567825036455e-20,5.314188777950871e-10,9.231056467925646e-13,1.5170418525316292e-14,2.1392182226382106e-46,8.781167106512128e-44,4.500330954349629e-21,8.023440957055263e-20,2.9850406961641024e-18,1.6470468180768493e-30,3.0394453025359424e-30,3.4485092014597715e-34,9.087945809013847e-49,1.613108932441643e-24,6.04597583851392e-27,2.0528102145725297e-47,3.703299228313477e-46,7.084724015074104e-38,1.1052139609520045e-30,8.038275895788569e-38,1.8729197292823733e-32,2.9390522223460628e-31,9.774606879861565e-46,1.0163942026155396e-49,3.328671641499854e-58,8.667807082116816e-52,4.557802436527704e-41,4.7837031502873935e-87,5.7628499554227706e-46,2.760551531357479e-41,9.560374373217742e-42
Clean_CP_12,1.4350702418998489e-43,5.031705687695549e-08,2.287318594896086e-20,0.00010251152001165516,4.42865003737675e-11,9.696520841382134e-14,8.46473439235671e-06,1.6647771267653356e-05,1.0196761521351736e-20,2.30842163094985e-12,2.455986402169942e-12,1.0794479900773565e-20,1.5802910931521278e-14,1.8747335112042674e-13,7.475686431794808e-14,0.0015614293251075843,0.00018798262681913444,0.009338895494021148,5.8766003600613086e-08,8.146929147204027e-08,6.049083757659137e-07,6.997726631902655e-27,3.2972540964424954e-16,0.006275327994170806,7.680518504019272e-10,5.7895991797775356e-09,7.609876046959967e-12,1.496842723023462e-11,9.551961708485963e-19,1.703107080738153e-12,7.114039698699486e-15,6.426055969557889e-17,2.872972050009458e-12,4.335374017925705e-06,3.577646328782612e-16,6.11117136376859e-08,9.95632516002959e-15,5.013004525106028e-17,9.090078495365631e-30,4.0065132775450556e-29,7.318976397071257e-18,1.9215767800616284e-17,5.901955155708141e-20,3.8753433648623826e-20,1.816345999528561e-25,3.411360032683635e-26,5.294143112764683e-31,4.123862897496539e-20,1.2167045918873767e-23,1.3676794510105784e-32,2.0798401888644024e-32,2.313435004543342e-30,1.8736934184163093e-28,4.859755296386146e-31,1.8219856753021257e-23,9.665738695068935e-29,2.1215528842463868e-36,1.844078532372106e-36,1.1697672434004527e-41,2.5287039384560874e-40,8.796579305508843e-35,3.9264890081605e-63,2.4239082763967775e-37,2.4477618115719288e-33,4.241003993943106e-36
Clean_CP_13,1.4743925207626421e-66,2.0942076125424726e-08,2.927067171248992e-45,8.444630109930227e-17,1.9581128266705143e-06,1.4896978785034758e-29,8.702108618069049e-08,1.9610975694405417e-08,4.39487119926577e-09,0.0006360062536320708,0.0003917082102474831,1.363996329740415e-47,2.418084249513789e-40,3.975561381444236e-39,5.8121192640142925e-40,1.3091033713583103e-09,0.0002314686069994065,9.655014896820627e-17,7.156987216043355e-28,0.026041220352468655,3.081825042233653e-07,9.399229721386123e-53,6.030054118260433e-44,3.337597133534616e-08,2.6559971759223836e-26,6.8209351910591605e-31,0.0022363606167163067,3.140433014857094e-05,1.0655377599003958e-45,4.1230235958100155e-21,3.377548807264723e-08,7.052633076746088e-42,4.229660793664268e-19,6.110013658789746e-19,6.264330151890349e-39,3.016168032038695e-08,1.3872984528620584e-23,2.8783456601205315e-10,5.935539796054646e-56,3.270096490926751e-55,8.799808120604766e-23,3.5435452297630335e-33,7.833210804206459e-20,1.1646616664344888e-40,2.1295689369031274e-17,2.2338265337268047e-50,9.32576066343819e-56,2.563958704659692e-35,1.085003440160843e-39,6.020528529601972e-53,1.3101780055274017e-54,1.3316233864708816e-48,5.278076175572853e-23,4.2027140078630324e-27,3.532595723380111e-37,1.901982612606421e-33,1.7276887939557717e-36,2.548780393694407e-55,1.3519871620074623e-55,8.374103223789243e-30,2.994706980988565e-35,5.109427103482277e-79,6.910234102028966e-37,1.4371606437492643e-43,1.5680274695048634e-28
Clean_CP_14,5.58603103028488e-42,1.6469379913410537e-27,6.350915816775581e-15,7.615536563210736e-12,5.275391917105479e-33,4.350416791401313e-20,6.985792877262948e-22,3.750578997652037e-22,4.391639002166578e-49,1.1510985096015408e-33,2.7069735880974394e-34,1.2162171982255567e-10,8.523403121917446e-09,8.036313927365508e-08,3.106320561815778e-05,1.5614922592777225e-12,5.904896118820985e-21,6.38226827009339e-08,4.90962288763791e-06,4.131917588046312e-25,4.795881428575079e-18,2.5224443303610776e-18,0.017928706057639417,1.8339461967303577e-13,1.0518092544623308e-07,0.00030282391462001414,1.7792319902650154e-32,1.0461557088686559e-25,1.523544593920226e-05,1.029128204607249e-14,1.3164058863990612e-29,1.443615559011609e-06,2.5450841503711384e-16,4.2350013265788456e-08,7.29792420802231e-05,4.13779115973516e-19,1.863708236541225e-15,3.50697473761303e-30,6.914610879439341e-16,5.187299894343865e-14,1.5342716763832119e-21,1.0474501862727933e-10,1.2854041844604838e-25,2.080439482685614e-11,3.0434228826956705e-41,1.6538351586147795e-11,8.163746038431834e-19,4.862759521033578e-15,1.3603637567104875e-15,1.7610116034683645e-23,2.518845603008383e-20,8.72510023463846e-19,6.326892236444695e-39,1.1129748721430512e-42,8.499694268552388e-20,1.0000053515023771e-28,1.2125092991306398e-42,1.134372862923619e-25,7.057571062706427e-37,3.1096320160101434e-59,5.366149610268966e-39,4.8529619641529344e-60,7.725219530283064e-44,4.687038838601296e-28,1.2569075795647552e-48
Clean_CP_15,1.0693206715107372e-79,6.18701015426735e-19,2.4394898783933024e-49,2.054073588237028e-17,8.462735049959128e-19,5.11150107363577e-37,1.0384573188502348e-13,1.45017653143954e-15,3.232828339761423e-27,1.41375276132689e-11,2.2364474870998106e-12,4.671060632354953e-48,1.8787067519764265e-39,2.8319838368068005e-36,4.323719987666344e-35,1.2053976005863317e-05,1.2559836101881329e-07,1.2549161785529555e-14,3.978306524220832e-22,3.689247476266353e-05,0.009052217880010675,1.1296762719397192e-56,4.380276456942156e-36,1.039583615875214e-07,1.9046188838230526e-15,9.52593704289329e-27,2.498563506205786e-10,0.005760015316459281,1.5599583210182245e-42,2.9580303066936666e-10,1.3572296897548537e-06,1.5006653745450627e-37,1.0519595921908015e-09,5.4571008643620175e-15,1.1014420750358334e-25,3.6521789214949595e-06,8.907949826933769e-12,3.2372047465371834e-07,9.710398082242632e-54,4.8377862888943634e-51,1.4822268747673945e-16,8.06160260470743e-21,1.5210159592413158e-11,3.367746386496103e-34,2.306676457390087e-21,3.27561097963182e-39,1.726998942433488e-55,2.808875694050379e-24,4.178134119513679e-27,9.55803048746495e-50,1.690604123651991e-50,2.808654111723615e-38,1.943277274231195e-21,1.0278742257760016e-28,4.7562347715929765e-31,3.1746034333168586e-25,9.7566602863702e-38,4.527402056490761e-51,5.102888293497092e-57,4.000160404826699e-41,3.887011395233518e-33,1.0931822660973066e-88,1.2512246014185217e-37,2.706632084210159e-37,2.709302146329447e-31
Clean_CP_16,1.093525890334153e-11,1.8401603427112553e-19,0.0004258125362780393,3.5228031112393857e-17,1.1493972068421967e-24,1.0484805216200246e-08,1.0399417617712919e-22,2.0172812538819448e-19,3.2013233384601004e-30,6.538113705296683e-34,2.1263167399325835e-32,0.0021572894245842455,1.4116805698336716e-07,2.8803955586803434e-11,6.156359188082635e-12,5.859847485666383e-28,7.62567581552322e-25,6.1930821467271546e-15,2.4489491838856453e-18,5.10063571828579e-32,2.451175170604404e-35,0.013544049032165271,1.4694403751138206e-10,1.0438896995369537e-19,4.014525880465087e-29,9.767604618991119e-09,1.1919541748159726e-29,1.3890245012912575e-38,0.006538086403485509,1.0447785615253823e-37,1.5053092679629227e-39,4.008451787928229e-06,2.1042547028244784e-35,3.572886046880393e-14,4.1696118146735044e-24,2.0317684272464316e-27,2.3728047306877474e-38,6.470775479199345e-43,8.005067318218553e-07,1.7264888343962324e-09,3.7847795185609127e-31,2.5386726759603303e-29,6.006902271856605e-43,2.343096276760575e-14,8.322293263142681e-38,4.897086710872854e-22,3.3178715509465944e-06,4.6968965128121794e-30,5.281862205051372e-33,1.0738530142241075e-17,4.145439109966575e-16,6.086984946761982e-28,2.295571262842781e-44,6.968000009828624e-40,5.7162081247973854e-24,1.9493816390016356e-40,8.040989526439365e-36,1.4181686663156116e-21,1.076763582494164e-22,2.144969663428027e-40,1.546226321553386e-39,4.1603877390781734e-29,2.2147220990141254e-38,1.634425398533072e-31,3.4389440524252894e-45
Clean_CP_17,2.786630362308801e-56,1.7865429608292313e-09,2.4128397554828468e-33,1.714214430343875e-10,2.4581699137186298e-11,1.9089951787459814e-22,1.0268932096319483e-07,1.7538985809330888e-07,3.0525822878776895e-17,1.1360375406746367e-08,3.6610072614800784e-08,4.6017071035882334e-33,1.101251664751015e-26,2.6549988917560505e-25,2.3768499623708295e-25,0.0002580250069791549,0.0013058990210774001,1.0026813630633426e-07,7.201387987810626e-16,0.0004164250138205211,0.00046978000446362217,2.436474269439994e-38,1.0030793462640946e-26,0.01660537244589094,1.3182888816689735e-13,1.239970826863255e-16,5.204673790699462e-06,7.72508735866299e-05,1.7276057558270832e-29,2.7202240925855412e-11,4.0291869621129157e-07,1.0285680022460345e-25,2.2253516685888867e-09,2.598847366843153e-08,8.646090861042094e-22,0.00044016579213114476,7.37479441407644e-13,2.5160774327534123e-09,2.338010508719524e-38,7.159697278411863e-38,1.7141997869499086e-13,1.098479669454186e-18,1.4717691154205863e-13,1.8684725632420088e-24,3.486624132313851e-17,4.359709824050977e-32,4.025787662101007e-39,6.019323551677697e-21,1.3860311470024197e-24,1.6904072865409703e-37,1.9556545358416968e-38,1.748889084606994e-32,1.6849096087633554e-20,4.342880774703424e-24,3.8147138745132646e-24,6.0946095741988394e-24,3.9953218685645456e-30,3.788240818143561e-40,4.691076186731327e-43,1.3131322688259263e-31,1.0477590180656552e-28,1.3747143967640654e-67,1.0746709366158023e-30,1.207826700300458e-31,1.416773345829385e-27
Clean_CP_18,1.7770022757475127e-70,3.787032207608512e-26,3.130964581522054e-35,3.144326341278204e-12,5.627176231649273e-30,9.477010754014785e-32,8.725731894360175e-18,1.1143581593055617e-19,3.6962393712199585e-46,6.230948314459011e-24,4.236218773155404e-25,7.141963130059866e-31,1.700476000444202e-23,9.051348554369711e-20,8.147208851665169e-17,0.0018078849996412364,2.554441916758081e-13,1.4253871233187348e-07,1.3930818827870753e-08,7.23593207994666e-14,8.833963850436446e-05,1.3235926235214075e-41,3.96136705991618e-15,1.1397042403240727e-07,0.013981747420710181,3.772033239115102e-12,1.6588094913952236e-23,4.7938101383403623e-11,1.7175452828256052e-23,0.0014101870904937763,1.7430218257487705e-15,2.215236254306493e-20,2.991012431251448e-05,7.878914034139113e-08,1.4910988385023496e-06,1.1005761960485642e-09,0.0001764207267654868,2.8127889155854357e-15,1.2737539436734315e-35,5.822418630442812e-32,9.889002948659112e-15,1.2655961002677625e-07,1.414742822296198e-12,2.2921204490847677e-19,3.69506762739244e-33,2.537995678727522e-19,3.6627110833481566e-39,1.1876154027828698e-12,1.478925529041991e-13,2.2204032984701077e-36,1.7384231159893193e-34,1.6807496756146684e-23,6.583117024519797e-29,7.812062379881633e-37,2.810353278705336e-22,2.469528444583114e-22,4.1561214758586065e-42,9.002166169016451e-38,3.7573577264115904e-50,1.7479152578251853e-57,1.0371660032180847e-35,6.4811705994511776e-83,2.8454878570728382e-42,1.8868304033874783e-30,5.847771949781174e-42
Clean_CP_19,2.3141240992530806e-34,6.003717695533786e-15,6.025300006968912e-13,6.265275907211031e-07,5.543728296265849e-20,1.4064016254689923e-12,9.806563942732686e-13,1.3072812606051416e-11,1.1569832030180248e-30,1.073707973921314e-21,4.1094044220165046e-21,1.1668730808824656e-10,4.746675568884284e-08,7.382704373167189e-08,5.746228777494245e-07,3.8898659701094614e-08,1.7275486593909562e-11,0.002204257256465536,1.1443587596599358e-05,1.1779240724741905e-15,1.1794285874845885e-12,1.3757812152449873e-15,6.0847617099323305e-06,7.353264776744271e-06,3.459857686531363e-08,0.01312771179738404,4.459389731255017e-19,9.558730138901219e-18,3.6468882825564233e-07,3.094622694283927e-13,3.642702891576868e-20,1.4004301316233403e-06,1.0749293798324073e-12,0.0011548426609842943,3.228550252940608e-08,2.4610480708483418e-11,3.008861244359646e-14,2.89636507283735e-22,1.6516447274037723e-15,2.0774938425528453e-15,7.563610258929929e-16,1.698425355510393e-11,4.959884732079451e-21,6.288936506613362e-10,1.3031114353845598e-28,2.0680224846266172e-14,4.760949050289251e-17,2.586117227299742e-14,1.904864315844243e-16,5.766795758611852e-21,1.2495932632477385e-19,1.4820369759587238e-19,3.169462166369391e-30,5.988128718996693e-32,1.9641437378830156e-16,4.428586280909401e-25,1.2121749079456503e-32,5.2200412484159625e-24,2.8782184922628985e-30,2.263240449263275e-42,1.2087263909575422e-31,2.648012937007702e-50,5.5916443631669114e-34,5.445211717398709e-25,1.966242720532793e-37
Clean_CP_20,1.3710500309575612e-61,3.043017684970056e-10,7.104053025752867e-50,4.263769786693307e-26,7.720209126173021e-08,5.264935090419825e-32,4.248820019131764e-14,7.49129192433464e-13,0.0021226863634025953,4.468236320668648e-07,9.054306210364734e-06,3.774415061957045e-53,2.2805101392644046e-48,3.3244517559388217e-49,9.418076286409226e-52,3.0312485092267737e-21,1.483142286835653e-09,2.5716436325813827e-25,1.6907353822215289e-40,5.507690939527428e-08,1.1469385521414366e-17,8.726320260507261e-54,1.7744439222440118e-55,3.098255580087635e-14,5.590734875363217e-41,2.3752880501122013e-39,0.02743834372310384,2.0291093581168137e-10,8.399948857453403e-53,9.18198222003262e-34,5.287478742265701e-11,3.639342215597299e-48,1.3813216531197604e-28,9.430140706342713e-25,5.636976312714542e-53,4.407973087821989e-12,1.9881530268397347e-35,1.7363265496636013e-14,1.6489635181144406e-58,3.282642219571325e-60,8.335488518637924e-26,2.5474692836364456e-44,1.0138486587345898e-25,4.876528894044929e-46,8.031389747631789e-13,2.0336897425873974e-60,1.9024031497003383e-56,5.691793963930688e-44,9.635244397068765e-50,5.053493092385635e-54,4.6108779397576434e-58,1.9581451079542748e-55,3.769180480390512e-22,1.528931936130383e-22,2.823254795117034e-40,3.0830182283262267e-37,1.9551515269629036e-30,4.5487444466523683e-57,1.00335079181818e-50,6.285049262639807e-17,6.584955517315273e-33,1.110755174850317e-68,3.6456106414160347e-31,4.230941116696808e-45,4.680134044295196e-23
Clean_CP_21,6.0818403552518356e-33,3.224533309719274e-32,4.976143065339849e-14,1.012872564596444e-19,9.686669905334723e-38,1.0101333935811414e-21,2.2869432130187745e-29,1.5291897017411466e-28,1.1450164285023546e-49,3.666792882695752e-40,3.032729320893581e-40,1.1959713255577435e-08,1.9960343288272565e-11,1.1505834600727069e-12,1.3176870451898884e-10,1.3081125180878934e-23,2.208695790517487e-28,1.5920502859374835e-14,1.1757698866765152e-14,2.5394579406153723e-33,5.080968082699683e-29,3.870518689805309e-12,4.432262719817615e-05,3.057684960035302e-20,6.530722782898569e-18,1.6931308545698877e-07,1.8050964076328308e-36,1.6742484424378533e-33,0.019503293416003282,6.53236543035683e-25,1.0908411402913989e-35,0.001272227332049476,1.3979678225862154e-24,2.082683064817532e-10,5.761402352920136e-10,7.387724593685198e-24,7.363444036224228e-24,3.2170071204491437e-36,1.6781696522131939e-06,7.2108530672799435e-06,3.780886407158703e-23,1.1581558392576505e-14,9.589590349727144e-31,6.26413517337759e-08,5.624375346470578e-40,2.985847274401425e-09,7.431864684182481e-08,7.54726144784465e-17,1.2428757939302546e-17,8.040434551521293e-14,4.5406376330384477e-11,9.829895076637707e-15,3.764183668729464e-39,8.081933838959444e-39,4.818291190036135e-16,3.275827451173626e-28,6.756612012200024e-35,1.6454821521675632e-15,8.405067786234288e-24,5.864072252902702e-51,7.948413962580857e-34,1.821216957493291e-40,8.135616720272575e-37,7.691777712344833e-22,1.3518682926449384e-44
Clean_CP_22,1.850452680445755e-68,1.414852707989026e-39,2.065677194372197e-35,3.028407707819716e-21,8.613732999374198e-45,3.334340296930432e-38,7.275890999969801e-31,2.12279140500284e-32,2.2392570560490062e-61,5.089783859256719e-38,4.8096398100332745e-39,2.4418216128073057e-27,4.723951331741207e-24,2.265884673429128e-21,1.891955062497675e-17,7.059100947960659e-14,2.772279046439867e-25,1.1624159436607553e-13,3.618872896046835e-13,1.6879261580170338e-26,2.8456369761366066e-15,1.2379655788684872e-36,7.40455320825087e-11,3.6974684379035523e-16,2.3409921492888403e-06,4.5210122526524334e-12,3.8502337894963395e-35,2.2648671736549414e-20,3.159667823137216e-17,2.626517790991696e-08,1.2528554202943248e-23,1.0283848800426042e-13,2.7505853724599776e-09,1.6683246381175573e-08,0.018042399407281074,1.5710699072698292e-15,7.602768471277752e-07,1.8799056376530835e-22,2.000740843028479e-24,8.847153120743134e-21,3.6595034856163773e-14,0.0006988273519844471,1.0305346482156044e-14,1.3089449550987606e-11,1.4383886616742916e-37,1.93037404551516e-09,6.165194178905141e-28,8.216478817325546e-08,1.1654216581038336e-07,7.491696668722306e-25,8.577362743208878e-23,6.568513302735174e-13,7.9508904282615e-31,6.656692003464881e-37,2.9606019401215375e-15,2.8377910324654078e-18,2.0940471204073822e-37,2.832295355109011e-25,1.001979711567851e-38,1.0715997222104606e-59,2.7120835846411332e-31,1.5731889487627734e-70,5.762872629401007e-38,3.1795884480549633e-21,1.2000612125497498e-42
Clean_CP_23,6.676663720568256e-68,1.2403500946929644e-18,2.2907687643945154e-47,1.2425423499347029e-22,2.9612197350725038e-18,1.9541970661037064e-35,3.3707764980992075e-17,1.6275391289178038e-17,5.9929746990892e-20,7.440365467418548e-12,1.5471310919314228e-11,3.452983756992529e-45,3.2887654189641542e-40,2.1717980279279924e-39,6.4783796441374485e-40,3.8265441101054444e-13,6.2473643058963816e-09,4.741775752593767e-17,8.985674141173803e-29,2.2564354387110387e-07,1.1300010653146925e-08,4.610338640661233e-49,2.8178666946871343e-38,4.628104566044535e-09,5.565451204571466e-23,9.027560610276027e-28,5.827724709860074e-06,0.005024414088728411,1.6130715246896476e-39,1.6253329247476822e-15,0.0004904699077188133,1.4433361407328382e-32,1.019776807659282e-11,1.3253544225244536e-11,3.029803385076307e-29,0.010984459650871518,7.226915061268174e-15,5.124142562669288e-05,6.586593978511288e-44,4.2585600999680765e-43,3.2408707465369485e-10,5.980053724875739e-21,1.5163791689275253e-08,7.58643077716706e-28,1.1370247610846035e-09,3.2210040346910226e-36,9.970557173136173e-44,5.75947368126754e-21,3.17095697102956e-25,9.480535964881531e-37,2.6477840473237985e-40,2.0907666143863097e-31,9.157511752557779e-12,3.288686379322078e-14,1.793234118458829e-21,1.0381920186650952e-17,7.86829988139456e-21,1.2702718111640705e-38,5.654328022075496e-39,2.0247962493613602e-20,1.6228960863761645e-19,3.340931663932744e-65,3.437258100215597e-21,1.1311279320501454e-25,1.1086947447589477e-16
Clean_CP_24,3.8963614941923e-51,1.7827691097684764e-19,1.815620780625953e-29,1.1450660589731534e-14,1.313182277347794e-22,6.636667684120877e-25,1.1382408267295198e-16,1.6483487850610222e-16,1.2904854913572337e-29,6.052773387976272e-19,9.326275720823911e-19,2.8207247711453244e-25,2.838380525673338e-22,9.60115978135726e-22,3.2424922771237303e-21,7.08532208351704e-10,8.045900648967357e-11,4.4884054239391235e-08,6.083007186957733e-15,1.5350137775974995e-12,1.0643418866968242e-09,7.908425032267052e-30,1.2967843742449571e-17,2.032593784478816e-06,1.6938086237201196e-11,7.671305663361877e-12,6.816368840023063e-14,2.5633501350345126e-09,5.903120658981572e-19,5.085477601640961e-10,8.138628811808357e-11,5.859918910784938e-14,7.026287840635887e-08,0.008580156090407081,5.121347310659e-12,0.0003634657609157079,5.108364899195075e-09,1.745504432344613e-11,1.6024858790040763e-23,1.7422988689456472e-22,1.682746105608498e-07,6.159176407867607e-09,7.339692549256141e-10,5.914516476503501e-12,3.7208417780962475e-17,3.457478212200355e-17,2.536592712971869e-24,8.132588233246285e-10,9.07385194081251e-13,6.34248018778219e-21,2.4498689359463382e-22,9.44506002592002e-17,4.273712981130692e-17,1.339166207424762e-18,3.5876109219496466e-11,2.114412974907151e-14,4.121396619693624e-21,3.872129394568624e-23,1.1461359916217844e-27,1.2756752498035213e-29,2.352924770231862e-19,6.858887545793995e-52,5.054134752504279e-22,2.0390682148392828e-17,2.3292600128455254e-23
Clean_CP_25,2.2924022159616207e-34,1.4606296846205867e-25,1.3247868845750396e-15,6.29476939028912e-16,1.1217018867618507e-30,1.0004243804250954e-19,3.093998644581379e-23,3.2416095838754536e-22,1.5526356926546033e-40,2.332871070703512e-31,5.2982838423735574e-31,2.3119361499924637e-10,3.669713674229317e-11,4.707197838126768e-12,4.5376254432574914e-11,2.4884826541288902e-17,4.1086662517636844e-20,2.1548098882973555e-09,2.0780001620525566e-12,9.796212772109394e-25,4.7679703559529435e-21,1.6264358918641122e-13,9.71445720550456e-06,3.052580962346474e-13,1.5579127940734825e-13,1.518783570103486e-05,9.81744810946351e-27,7.542428040411136e-24,0.0006886391943407247,4.8681186997851955e-18,2.4358178737566985e-25,0.017739730119981978,1.144032663092538e-16,0.00024215038085098536,1.668409412484758e-07,1.6446283203951984e-14,9.400379282734245e-17,3.6596712848497205e-26,3.5886274158350947e-07,8.229834844173428e-07,4.8570873107852494e-15,6.890065339760813e-10,1.1896018134250783e-21,4.7701241531783895e-05,1.5310128091807557e-29,6.834266760474313e-08,3.042117211716996e-08,5.546037658265455e-11,5.07610699156641e-13,3.7549719825252223e-11,3.168078798894376e-10,1.2259189990731489e-11,2.6365383069125104e-29,1.0550719634309859e-28,1.8977110266760851e-10,6.999072494299155e-21,1.1322399890410454e-26,1.2797126990186709e-13,2.5752244487752582e-20,2.2143888820693956e-40,6.874207677684056e-26,1.0651439402142257e-38,2.4796919158759175e-28,8.600075909810375e-17,9.793878109458957e-35
Clean_CP_26,4.4986988022730036e-82,2.3501942953511248e-24,2.233289304687893e-58,3.0249762025128734e-28,1.7938032972231995e-22,9.895263606140512e-45,1.6170752655384216e-21,6.965877322899642e-23,1.1443984533001357e-24,7.840201217860085e-14,3.922303781749408e-14,4.303426435234327e-56,1.6434150964008107e-50,7.860569726640174e-49,2.5724901768072497e-48,9.157215320256987e-16,1.0379949349969758e-12,1.599112889334087e-23,7.502103875302268e-35,9.358157449539533e-09,1.2676857827466501e-09,1.7282846552985082e-61,6.656956489315639e-47,2.1000680559033142e-13,5.833578465129102e-27,4.6888844160332966e-36,4.294022308372996e-08,0.02089196468283562,7.154214708604108e-50,2.061016189324952e-17,0.000601308087837511,8.668326229913757e-43,5.75119916371601e-14,4.522285448116804e-18,4.942674321875108e-35,1.9453908932648048e-05,9.824849047302636e-17,0.0003196240889967502,2.6298136489765843e-55,1.641943725027455e-53,6.741135571130487e-13,3.496963342518175e-25,2.5528884309847887e-08,4.603656108320828e-36,2.4728562945654504e-11,1.1830620978731937e-43,2.0125196167757344e-55,3.6131758829945374e-26,1.7824914654491732e-29,2.0764357010636553e-46,8.515705719971427e-50,2.1803701621726256e-37,5.929547065711422e-12,7.47241659195471e-17,7.946858965605159e-28,1.8077417694963055e-19,1.0817778976579523e-24,4.977391617912058e-47,6.318290328433078e-48,9.013176549977337e-24,5.762526528916422e-22,7.866607635613428e-78,1.3071037800498588e-24,3.4645625310538235e-30,1.0455462014769916e-17
