Cell ID,Cell Type,DestinationId,NumberOfCriticalPointsOnBoundary,SeparatrixFunctionDifference,SeparatrixFunctionMaximum,SeparatrixFunctionMinimum,SeparatrixId,SeparatrixType,SourceId
1071,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1072,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1073,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1074,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1075,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1076,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1077,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1078,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1079,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1080,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1081,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1082,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1083,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1084,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1085,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1086,3,6733,0,0.557226,-0.0923395,-0.649565,28,0,19622
1087,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1088,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1089,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1090,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1091,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1092,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1093,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1094,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1095,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1096,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1097,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1098,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1099,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1100,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1101,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1102,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1103,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1104,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1105,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1106,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1107,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1108,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1109,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1110,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1111,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1112,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1113,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1114,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1115,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1116,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1117,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1118,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1119,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1120,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1121,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1122,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1123,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1124,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1125,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1126,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1127,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1128,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1129,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1130,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1131,3,6669,0,0.526711,-0.0923395,-0.619051,29,0,19622
1132,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1133,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1134,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1135,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1136,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1137,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1138,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1139,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1140,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1141,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1142,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1143,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1144,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1145,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1146,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1147,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1148,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1149,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1150,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1151,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1152,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1153,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1154,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1155,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1156,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1157,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1158,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1159,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1160,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1161,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1162,3,6669,0,0.418675,-0.200375,-0.619051,30,0,20017
1163,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1164,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1165,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1166,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1167,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1168,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1169,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1170,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1171,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1172,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1173,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1174,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1175,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1176,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1177,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1178,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1179,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1180,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1181,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1182,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1183,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1184,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1185,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1186,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1187,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1188,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1189,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1190,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1191,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1192,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1193,3,6898,0,0.580519,-0.200375,-0.780894,31,0,20017
1194,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1195,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1196,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1197,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1198,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1199,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1200,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1201,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1202,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1203,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1204,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1205,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1206,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1207,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1208,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1209,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1210,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1211,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1212,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1213,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1214,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1215,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1216,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1217,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1218,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1219,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1220,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1221,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1222,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1223,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1224,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1225,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1226,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1227,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1228,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1229,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1230,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1231,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1232,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1233,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1234,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1235,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1236,3,6900,1,0.583278,-0.208743,-0.792021,32,0,20117
1237,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1238,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1239,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1240,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1241,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1242,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1243,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1244,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1245,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1246,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1247,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1248,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1249,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1250,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1251,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1252,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1253,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1254,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1255,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1256,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1257,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1258,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1259,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1260,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1261,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1262,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1263,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1264,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1265,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1266,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1267,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1268,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1269,3,6733,0,0.440823,-0.208743,-0.649565,33,0,20117
1270,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1271,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1272,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1273,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1274,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1275,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1276,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1277,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1278,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1279,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1280,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1281,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1282,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1283,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1284,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1285,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1286,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1287,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1288,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1289,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1290,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1291,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1292,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1293,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1294,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1295,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1296,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1297,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1298,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1299,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1300,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1301,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1302,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1303,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1304,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1305,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1306,3,9900,2,0.624748,-0.284911,-0.909659,34,0,24538
1307,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1308,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1309,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1310,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1311,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1312,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1313,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1314,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1315,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1316,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1317,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1318,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1319,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1320,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1321,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1322,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1323,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1324,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1325,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1326,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1327,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1328,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1329,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1330,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1331,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1332,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1333,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1334,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1335,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1336,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1337,3,6900,2,0.50711,-0.284911,-0.792021,35,0,24538
1338,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1339,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1340,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1341,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1342,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1343,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1344,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1345,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1346,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1347,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1348,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1349,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1350,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1351,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1352,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1353,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1354,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1355,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1356,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1357,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1358,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1359,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1360,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1361,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1362,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1363,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1364,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1365,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1366,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1367,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1368,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1369,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1370,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1371,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1372,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1373,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1374,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1375,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1376,3,6669,0,0.396261,-0.22279,-0.619051,36,0,24735
1377,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1378,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1379,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1380,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1381,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1382,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1383,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1384,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1385,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1386,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1387,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1388,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1389,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1390,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1391,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1392,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1393,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1394,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1395,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1396,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1397,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1398,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1399,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1400,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1401,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1402,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1403,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1404,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1405,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1406,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1407,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1408,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1409,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1410,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1411,3,9866,0,0.548021,-0.22279,-0.770811,37,0,24735
1412,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1413,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1414,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1415,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1416,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1417,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1418,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1419,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1420,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1421,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1422,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1423,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1424,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1425,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1426,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1427,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1428,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1429,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1430,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1431,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1432,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1433,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1434,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1435,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1436,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1437,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1438,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1439,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1440,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1441,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1442,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1443,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1444,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1445,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1446,3,6733,0,0.513227,-0.136338,-0.649565,38,0,24937
1447,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1448,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1449,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1450,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1451,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1452,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1453,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1454,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1455,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1456,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1457,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1458,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1459,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1460,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1461,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1462,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1463,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1464,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1465,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1466,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1467,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1468,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1469,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1470,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1471,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1472,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1473,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1474,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1475,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
1476,3,9834,0,0.621264,-0.136338,-0.757602,39,0,24937
