,Noisy_Region_1,Noisy_Region_2,Noisy_Region_3,Noisy_Region_4,Noisy_Region_5,Noisy_Region_6,Noisy_Region_7,Noisy_Region_8,Noisy_Region_9,Noisy_Region_10,Noisy_Region_11,Noisy_Region_12,Noisy_Region_13,Noisy_Region_14,Noisy_Region_15,Noisy_Region_16,Noisy_Region_17,Noisy_Region_18,Noisy_Region_19,Noisy_Region_20,Noisy_Region_21,Noisy_Region_22,Noisy_Region_23,Noisy_Region_24,Noisy_Region_25,Noisy_Region_26,Noisy_Region_27,Noisy_Region_28,Noisy_Region_29,Noisy_Region_30,Noisy_Region_31,Noisy_Region_32,Noisy_Region_33,Noisy_Region_34,Noisy_Region_35,Noisy_Region_36,Noisy_Region_37,Noisy_Region_38,Noisy_Region_39,Noisy_Region_40,Noisy_Region_41,Noisy_Region_42,Noisy_Region_43,Noisy_Region_44,Noisy_Region_45,Noisy_Region_46,Noisy_Region_47
Clean_Region_21,4.199644171802326e-58,2.3532406232997467e-37,4.747661599677752e-44,4.7423823347255716e-42,6.280641138338885e-35,4.64054463902864e-33,4.627656605196061e-30,2.919392214646801e-32,9.421930672035013e-27,2.71428403978531e-45,1.2476040450640132e-39,8.452168532475845e-20,6.588710637184258e-21,2.4259773753529272e-14,5.124251132298771e-12,1.5987551995713467e-41,1.2181973406046684e-39,1.53488815221931e-26,5.624415528089873e-29,3.8969180140298175e-21,2.432299621800471e-17,8.618549741534722e-11,6.851196432770185e-07,1.7509455053303367e-08,2.9220016732193235e-07,1.0986996431203789e-40,7.853331966450703e-08,0.0018593578747303184,3.734235416931052e-10,5.990089269044664e-08,0.01142744691809771,1.3515630615779458e-23,2.123835700920916e-15,1.7072443280193393e-11,5.665910816726135e-22,1.0924473981362494e-12,0.003188577624147097,0.0033251640487765356,2.8318742361530087e-37,5.145837611360368e-28,4.763331730545991e-08,1.1147728372085488e-07,2.910571120349772e-22,2.551079074831755e-15,2.0220649777012717e-08,1.4532557776449718e-32,3.0683496263674312e-09
Clean_Region_22,2.873315405033605e-48,1.573751390055587e-39,2.8064383773455945e-35,8.609579342704407e-34,3.285736902673537e-30,4.360306171037768e-34,8.856715005479716e-29,9.257336844173146e-39,1.2208867652638843e-32,1.5299026037122717e-34,1.0192675450747858e-28,3.035246683365861e-20,1.4900306403721993e-17,1.512005933177805e-10,4.592021506381455e-11,2.4648091100895391e-32,1.421524460367365e-31,3.7270418053185557e-20,1.2314685923967846e-18,3.2533414993833916e-13,9.591175084888115e-21,1.1942970467881062e-14,9.896253058963978e-12,1.420704172248753e-05,2.6392673314153155e-05,4.2362410132542044e-29,0.0024687249769695207,0.0046651045713088975,0.0012206610444267989,0.006108409887021279,0.005859198825577078,5.726606667358854e-13,4.1568973728024825e-07,0.00037587886865391167,9.832392881111138e-12,2.7198357589507548e-05,2.8204296688114412e-06,1.781958528405371e-06,5.747551281430105e-26,2.2663873090794227e-17,4.75711433005501e-05,9.394388141010977e-08,3.028575865255201e-13,2.8325452193092263e-08,1.069662541191861e-13,1.0743548471669423e-22,2.684191942266207e-10
Clean_Region_23,9.521874986859805e-34,1.3362856140972244e-35,6.274379768259898e-22,6.4572288501368395e-21,1.3792200735938345e-20,1.2338848075352419e-29,9.826509539087693e-23,2.4017277254368707e-41,1.4820627984158728e-35,6.654996102014497e-21,2.232201138125659e-16,4.08876484339044e-18,5.705893457626327e-12,6.385979029757824e-07,1.4564125761114122e-10,4.7464949660576665e-19,4.886743124315695e-19,2.8601181321265886e-11,2.3082467398056755e-08,1.758013091202786e-05,1.378398429547461e-22,3.188954635654191e-19,3.8002680949387646e-20,1.4181983205758387e-05,1.5546224225741373e-06,5.654542164371437e-20,0.0027852214884949624,1.9867966156304507e-08,0.0011575193892466905,6.665176544056964e-07,4.312777014092038e-12,6.72410156152482e-06,0.016451279256200026,0.002017918782820753,5.762753447139055e-08,2.422381937984108e-06,1.962635476619193e-15,3.896845006239765e-18,7.811373683882187e-18,1.8852785921140674e-12,3.16569951773739e-13,1.4173057186249612e-19,3.59673624676103e-13,1.664879893792761e-11,1.3803194585446665e-28,1.445717293165554e-20,1.6716275117746158e-23
Clean_Region_24,3.2281018764906464e-24,1.509291488821908e-38,3.6379245792762877e-16,6.721762642964193e-16,2.1559504420860873e-20,4.3340003265218496e-33,6.158282410869787e-26,8.371438481151455e-48,1.0122075542587147e-42,2.9042830605414014e-13,3.972327609021703e-09,1.1827055944484322e-24,4.992166909382061e-16,6.140175577422831e-12,1.2602408661542372e-17,7.41765558316759e-14,4.438559332812896e-15,3.84058450157603e-12,6.0160573568749774e-05,2.8683879772864486e-06,3.9377991343140506e-31,8.431041323437892e-29,1.8903079582046817e-30,7.629460587638116e-12,1.641112658146007e-13,2.4848520934724043e-09,4.932400394210808e-08,1.8793395401966173e-16,1.461186882771905e-05,1.2674693196322219e-09,7.289694349416695e-20,0.02258910517956493,0.002151615793118572,8.419121502308295e-05,0.0005905894608074314,2.296667500014702e-06,3.234684362626898e-25,2.29690567431463e-27,3.52008889258274e-08,1.137171007353369e-05,2.9886859968940423e-16,3.726184440920897e-24,7.592272265926226e-09,2.138032926778771e-10,2.2081187808070843e-37,9.47054945124504e-13,5.544917629007337e-28
Clean_Region_25,3.859204910588323e-31,9.639330149689216e-47,4.47868073142599e-24,5.952323487624919e-24,5.184021335343625e-29,2.1096243877611524e-41,1.979587553520966e-34,2.2821752517874756e-53,5.811303300377318e-48,1.1443169172960715e-19,2.0272076019560412e-14,1.0329164748193892e-31,1.817748696479351e-23,1.2604390608045887e-17,1.2847947000365886e-22,9.782130570523786e-22,2.3754067812086123e-23,1.0393681025398951e-19,4.4847927931032657e-10,6.884616270441321e-12,1.1368783415935067e-36,2.2813028819853674e-32,4.707523729001332e-31,6.2340684814944586e-15,3.0198183811054614e-16,1.1329372733873144e-09,1.0700555981085868e-09,1.887451200502914e-16,9.37351856620973e-05,3.7359128512610867e-06,2.191924601913605e-16,0.0004346827629649821,8.4997698641329e-06,0.00045897881423740495,0.019983945468001287,0.0029909929964280226,5.4492195842225956e-24,1.1917097280668669e-23,4.134688465428542e-08,0.0006085795338180266,7.441170624186402e-10,1.2530840145233146e-16,0.0004164884051392506,7.491904641739951e-05,1.7174969544340611e-31,3.306579824197279e-08,1.2697092631339773e-19
Clean_Region_26,1.1718865428160754e-40,5.968049170401265e-44,4.661353463139989e-30,3.2772723904917636e-29,1.2229987169299945e-29,2.7818604301035043e-38,1.012837116785339e-31,5.788922513871909e-47,6.336485682970489e-41,1.952407840672655e-27,1.1983148588725493e-21,9.274954835499482e-26,5.148301743448614e-20,2.5609225633794384e-13,3.552210642192735e-16,3.426293477110245e-27,1.1520021534445156e-27,2.1861051756941847e-19,1.1221264957142075e-13,1.5567648630533683e-11,1.1841069696091606e-28,1.9523265139783806e-23,2.8015255548499553e-21,2.9258948357446634e-09,6.766319657222901e-10,1.8060990094033166e-19,2.4563276580844245e-05,4.523860569244728e-09,0.007165778903786824,0.0017701355853870185,5.920709639164424e-09,2.1049073589846423e-07,3.195781148048556e-05,0.009514534310651907,5.854670721632946e-06,0.006936560445686284,9.243042317764179e-15,7.882365854034544e-15,6.80777261316876e-17,7.314985270390999e-10,1.3493569719350471e-06,6.4889965666602245e-12,1.3062243687207493e-07,2.1862388432579285e-05,5.069110526055776e-23,8.420784433737372e-15,5.709296156647335e-15
Clean_Region_27,7.031537872304894e-60,4.768008960452694e-28,3.154341542281159e-45,8.413779135639214e-43,1.6194759072844182e-32,2.3338548762258233e-25,6.746671288933844e-25,1.2016764119369598e-20,2.7079161209662866e-16,3.648652179440896e-49,1.457048907692523e-44,1.2233691360478596e-14,2.419275022126469e-19,6.404316935015583e-15,3.3023394920842974e-10,2.193187701903703e-43,2.048669858116713e-40,2.6218056581543004e-27,1.8151042142108807e-34,7.160313549006533e-25,2.699856497443364e-10,2.9650431831158477e-05,0.011560223214052716,3.1406917917070713e-10,1.877840572362246e-08,8.481034325023541e-49,8.615515027005286e-12,1.843101121407536e-05,5.807780199034436e-17,1.5359331548416763e-15,3.1681106555202718e-06,7.578943501152352e-32,6.376357803950075e-22,4.080232052927715e-19,5.631477902197542e-32,1.2555372924649393e-21,0.01843051793388824,0.0004704980757345207,1.2221376482523842e-45,1.1151053502252575e-37,1.5370082964065723e-15,4.0299910121670643e-13,7.67841044066772e-33,2.930968450848566e-25,1.6393966798916295e-08,6.334145225316861e-43,3.506764694444512e-14
Clean_Region_28,3.927162629003651e-63,3.3511439183188757e-35,5.304944412589445e-50,7.75694976446779e-48,5.2891152272094704e-39,1.51814637250254e-32,4.575726591063792e-32,1.2498861258139968e-26,3.2807315759174956e-22,1.3310056807366045e-52,1.6407452959919261e-47,1.669272284865126e-21,1.0141639738680173e-25,4.961772276417955e-20,1.5936183855217506e-15,2.336553903440936e-48,1.0072231150913232e-45,4.82404050585796e-33,4.136145576075012e-38,1.4804262300517147e-29,1.8828987405434872e-16,6.265590236084739e-10,3.389863363237048e-05,1.2674421180184566e-13,1.1311665117106644e-11,5.479836443182575e-48,5.676162227984041e-14,1.4649418692254494e-06,3.122848978830227e-17,1.0940533309108891e-13,6.556489348314371e-05,2.7411089271241388e-33,4.0470408217268066e-24,3.1403312095855526e-19,5.705832330917058e-31,4.6651525247605714e-20,0.0035940220402398007,0.029397317345725215,7.756617082945627e-45,2.8308175141672963e-36,6.392659269626398e-12,1.8405850273419163e-08,1.1295881790686806e-29,7.028686830064527e-22,0.00017251311234919368,1.9121299426091155e-39,1.4782607660473841e-08
Clean_Region_29,1.0569855636194848e-17,2.2841251268376103e-42,3.062155517494861e-14,1.0174610160179892e-14,1.3116819502032645e-23,5.464871877761226e-38,1.5112033378058572e-31,4.693315310734679e-53,5.453400695776725e-49,1.3492572663740023e-09,5.7127353897660345e-06,6.170255630599037e-33,2.527957982561759e-23,4.928037812757612e-20,1.2795676285471362e-26,6.808017641151399e-13,4.799874930146817e-15,3.808301389808584e-17,1.8383311084839845e-06,1.1122988978548589e-11,4.793184877546611e-40,3.0515958926930433e-38,7.077349542160821e-40,1.5945195120664258e-20,1.709834927876505e-22,0.01419932948121885,1.4027044556751767e-15,2.174081829030298e-25,1.3188551568252045e-10,1.6945225225613564e-14,5.456803944355466e-28,0.0003753692405997757,1.5030457078426344e-08,1.1829370418310678e-09,8.90742269463263e-05,6.874298142995539e-10,1.5775628392318907e-34,1.2839211207279025e-35,0.014847539995430294,0.0013795546424202258,2.494388876830366e-20,4.31844270353941e-28,2.7094689637791413e-08,4.043322749436513e-12,1.3585505635631381e-43,7.921825066567252e-09,3.9862716585265554e-31
Clean_Region_30,1.8902242604657837e-24,1.4818709255783362e-48,8.255213273613937e-22,2.5403480574705615e-22,3.1000006586921876e-31,1.1865263868971075e-44,8.13703105254477e-39,2.630618193836956e-57,3.148769105574501e-53,3.256864668471553e-16,1.2443426253106326e-11,1.7648517311847528e-39,2.6913163141013085e-30,4.565886508509498e-26,5.228322136434584e-32,1.5876179564111506e-20,6.063452226767851e-23,2.0911232207591792e-24,4.320302716632414e-12,1.3684373020313933e-17,2.0933894800284705e-45,2.1420589796919697e-42,1.0368941172564773e-41,1.3953383887647324e-24,2.842626157326841e-26,0.002933412372638354,1.8884987469343785e-18,3.809888622855213e-27,1.9360799407558687e-11,2.537369760388325e-13,8.621077394693093e-27,1.6571682114108974e-06,5.186747489976599e-12,1.2819042558978312e-10,0.00022344048066170972,1.6308869611311674e-08,3.921931397289939e-35,3.924480984955749e-34,0.008710332663486945,0.021798793636274932,1.547736961542489e-16,3.1207893942097276e-23,4.495458199860631e-05,9.851892704496254e-09,4.1340317175347704e-40,5.266305169225039e-05,1.7892346710246476e-25
Clean_Region_31,2.737805666912807e-37,7.695478382061161e-52,7.311398275505162e-32,6.831431494214412e-32,4.826048879997977e-37,1.6469613115812244e-47,7.422023913127891e-42,1.9564874312206912e-55,1.9061513102353503e-50,6.954078075916748e-27,3.326521707952109e-21,1.8457388257391105e-38,1.402012403050095e-31,4.0580959001317663e-25,1.1102738916656245e-28,5.185666022169965e-30,8.647164337301202e-32,2.5542693868117988e-28,1.4192491947004833e-17,6.263892704809832e-20,1.8036824785168342e-41,5.6239915632387285e-36,4.0452108977510275e-32,2.7118698449075183e-20,3.999410600066997e-21,7.524502203970018e-12,2.856965274323399e-14,6.657616321363577e-19,4.0632428033991577e-07,2.8309493916139193e-06,1.2657835533066462e-15,3.634543471536141e-09,1.255273229635658e-11,8.806532550986444e-07,0.00015703913536564847,0.0008014603220597114,1.86183914639974e-24,8.164760321936227e-22,3.306242991824669e-10,3.82367279043982e-05,1.9366306312600925e-06,4.128106902422439e-11,0.02171957428259902,0.011341743012335464,1.880682865298428e-26,5.719371254270432e-06,7.514094855481478e-13
Clean_Region_32,2.1558764347908058e-44,8.820596603660169e-50,3.687030463386569e-36,1.3322205415910713e-35,3.1880992998766447e-37,5.544058707101448e-45,1.7852040858334404e-39,9.951838816137337e-51,3.8398900131696794e-45,2.58940998163256e-32,3.9753348969886185e-26,1.814060732747963e-33,2.370606305220306e-28,5.478129863881849e-21,4.252301226470816e-23,8.483829375704518e-34,1.0714755409361008e-34,1.597066571534419e-27,1.1535287384580248e-19,6.565376946304829e-19,5.467507572262057e-35,1.9468578905458237e-28,7.468505192207445e-24,3.79658122220271e-15,2.1977823500942026e-15,4.546647948599299e-19,3.903176882995928e-10,4.489199129802441e-12,5.090805546183217e-05,0.003266867005869444,8.95318977972285e-09,4.1076522948808175e-11,2.7761935668661774e-10,5.186134337969513e-05,1.2843196708806315e-06,0.006487527799754198,2.3721087871161324e-16,6.64460782091876e-14,1.203515998799022e-16,2.1533545157528913e-09,0.004915832878866999,1.7919183603056915e-06,8.03206047625466e-05,0.016901552961677554,9.317971815443365e-19,5.000419032584331e-11,3.0581427241029685e-08
Clean_Region_33,1.1450009848142448e-59,5.230132075029206e-44,1.5022937805087827e-48,5.483648100669801e-47,4.818616489190907e-42,1.841705809014294e-40,3.7031278057459235e-38,1.26975402417465e-37,1.6130382352247944e-32,4.4242895439600016e-48,3.82474770228291e-42,2.573544716554375e-28,3.0623016667813516e-29,6.64884531945886e-22,1.8041280982309633e-19,1.4896560636761183e-46,2.6260583774995437e-45,5.799376618998481e-34,2.3373707240691098e-33,1.2433487110075324e-27,5.752334159509892e-25,3.48670880880238e-17,4.625167648335302e-11,1.9413563898865916e-14,5.435406488604055e-13,2.903522461987743e-38,2.5559847515669516e-12,6.127546567188999e-07,1.232155249531563e-11,2.8667680945061977e-07,0.0037204351211495524,6.828476745681395e-26,2.0052468943260266e-19,6.673014930226218e-13,2.7798710788154677e-21,5.418732298370744e-12,6.322436029401471e-06,0.0037083999393282495,3.5594176345142724e-35,4.5296168529765524e-26,0.00014989784236197815,0.014799256123540598,2.2755698377758767e-18,8.99735791756519e-12,6.486542769441944e-05,1.8720525800772662e-27,0.008966367958637995
Clean_Region_34,8.326230737301676e-54,1.711073984485241e-47,1.4962580401177725e-43,2.0958416297385268e-42,3.3378749258150003e-40,4.38602989628178e-43,5.2505164251969936e-39,2.1930518000507555e-44,8.45033493491945e-39,2.0573765103876876e-41,4.276296388366877e-35,1.8142528325723012e-30,1.6698312905706075e-28,8.442092046772045e-21,1.9193158413948997e-20,3.426244311494682e-41,5.944601269238977e-41,7.78730036842411e-31,8.765091277502565e-27,5.389590448792138e-23,2.066201612412699e-29,7.21265819814847e-22,3.3355543567007135e-16,8.549402725037792e-14,4.19544095118688e-13,1.2827176441798095e-29,2.8592671079893094e-10,4.185228683458483e-08,1.9250596820798236e-07,0.0004692813529657323,0.0002577946919087854,2.297073154996106e-18,2.8671049596117655e-14,4.17775989974448e-08,1.2286118368753745e-13,1.4479245780463515e-06,1.0778855607031943e-09,4.417578274496743e-07,1.2602401029148144e-26,7.823197809862547e-18,0.023457168507997256,0.004861849517660139,3.742422966681874e-11,3.4548229429720672e-06,1.3881269760378054e-10,2.534495953209605e-19,0.00037054060182490896
Clean_Region_35,6.37472083693008e-30,5.668143814257208e-54,4.244499077826236e-29,8.112740296329267e-30,4.1324029949704234e-39,5.268965771980335e-51,2.3322526311282162e-46,5.875922461312089e-60,2.7301762041586228e-56,8.930553845670741e-23,7.828780940305628e-18,1.6322938951965338e-46,1.7320961778356873e-38,1.430193990817128e-33,2.6555402108829835e-38,2.5550996267918035e-28,5.7614589202111685e-31,7.860813905237982e-33,3.714149182542794e-19,2.0211297116249712e-25,1.217782537973527e-50,2.3505920064057986e-46,4.225932443814131e-43,5.2299563531475444e-30,2.9914461259529368e-31,7.84803141783657e-05,5.22192715770133e-23,1.187605683602177e-29,1.1733981275420986e-13,3.2491797610432064e-13,4.379636998168564e-26,3.415868729625421e-11,1.4779476853898388e-17,4.1573987780393577e-13,4.5717767854801855e-06,7.516725099780875e-09,8.872301227513041e-36,2.0448274258477844e-32,0.0002383170511173532,0.0035421106315285927,5.207813499192885e-13,1.0494224177484712e-17,0.005319772762774462,2.686248769398827e-06,3.414893060182878e-35,0.0216974857597705,1.0883119929323626e-18
Clean_Region_36,3.526492908823594e-67,2.7974965946260798e-43,7.504239291990605e-57,4.565707797868461e-55,4.1386096235090424e-48,1.7853070622758613e-41,7.159789976114107e-42,3.9928841760634655e-33,3.7460575659332645e-29,7.484177381319689e-58,2.13752749734529e-52,1.3297799339609266e-31,6.511940588218871e-36,1.7904008131884814e-29,1.2199706170269335e-24,9.995819134522318e-56,1.1003167760078188e-53,1.3698761109843816e-42,8.054090442394043e-45,3.5965007139320315e-38,1.765291960097552e-25,1.06208397323509e-17,1.211454387963182e-10,2.3290580488520857e-21,4.0220188387820137e-19,9.211911457801882e-48,2.544621632725338e-20,1.1728885785248073e-11,1.2966836420017138e-20,8.231373200467639e-15,6.882130869767824e-07,9.39176697793451e-38,3.082736921157759e-30,1.335469173229785e-22,2.3790750401633056e-32,3.0531343659203144e-21,2.861986292378423e-07,0.001366732061567353,7.116954571480022e-45,2.3297612096539276e-36,5.267788860246704e-10,0.00010097660708913999,1.0727940604772324e-27,3.911218348281291e-20,0.03179551059563345,3.051124674612364e-36,0.002019789317360845
