coot_cost,n_clean_cps,n_noisy_cps,n_clean_regions,n_noisy_regions,type_preservation,pi_entropy,xi_entropy,pi_max,xi_max
0.006202546821018176,49,65,36,47,0.9591836734693877,4.531351167828703,4.400769786539578,0.02854373967424605,0.03179551059563345
