region_id,min_id,saddle1_id,saddle2_id,max_id,mu_min,mu_saddle1,mu_saddle2,mu_max,nu_unnorm,nu
1,0,4,7,8,0.0208290546033615,0.0293572426425089,0.0226735275664448,0.0183574616176549,0.09121728642997011,0.03298088295774407
2,1,4,9,8,0.0293572426425089,0.0293572426425089,0.0165148874980515,0.0183574616176549,0.0935868344007242,0.03383762609651523
3,1,5,9,12,0.0293572426425089,0.0087744587851963,0.0165148874980515,0.0174964580464988,0.07214304697225549,0.026084325477426618
4,2,6,11,10,0.0269419236244409,0.0269419236244409,0.0195789848090396,0.0148667439712834,0.0883295760292048,0.031936790960810806
5,2,5,11,12,0.0269419236244409,0.0087744587851963,0.0195789848090396,0.0174964580464988,0.07279182526517561,0.02631890032372783
6,3,6,13,10,0.0087744587851963,0.0269419236244409,0.0295706655446304,0.0148667439712834,0.080153791925551,0.02898072211505092
7,16,7,14,8,0.0226735275664448,0.0226735275664448,0.0183574616176549,0.0183574616176549,0.08206197836819941,0.029670653554470103
8,16,14,21,25,0.0226735275664448,0.0183574616176549,0.0208290546033615,0.0187445744576187,0.08060461824507989,0.029143724662710216
9,17,11,15,10,0.0195789848090396,0.0195789848090396,0.0148667439712834,0.0148667439712834,0.068891457560646,0.024908667945745238
10,17,11,18,12,0.0195789848090396,0.0195789848090396,0.0174964580464988,0.0174964580464988,0.0741508857110768,0.026810287595296998
11,17,18,27,24,0.0195789848090396,0.0174964580464988,0.0165566772975273,0.0089459557796219,0.0625780759326876,0.022625976707181323
12,17,15,27,23,0.0195789848090396,0.0148667439712834,0.0165566772975273,0.0165566772975273,0.0675590833753776,0.02442692946414731
13,19,9,14,8,0.0165148874980515,0.0165148874980515,0.0183574616176549,0.0183574616176549,0.0697446982314128,0.025217169018279893
14,19,9,18,12,0.0165148874980515,0.0165148874980515,0.0174964580464988,0.0174964580464988,0.0680226910891006,0.024594553303257504
15,19,18,22,24,0.0165148874980515,0.0174964580464988,0.0187445744576187,0.0089459557796219,0.0617018757817909,0.022309174314178025
16,19,14,22,25,0.0165148874980515,0.0183574616176549,0.0187445744576187,0.0187445744576187,0.0723614980309438,0.02616330950644754
17,20,13,15,10,0.0295706655446304,0.0295706655446304,0.0148667439712834,0.0148667439712834,0.0888748190318276,0.03213393117794319
18,20,15,26,23,0.0295706655446304,0.0148667439712834,0.0218324298963096,0.0165566772975273,0.08282651670975069,0.029947083061927213
19,28,27,29,24,0.0109010498410843,0.0165566772975273,0.0178884462706022,0.0089459557796219,0.054292129188835705,0.019630077021403205
20,28,27,30,23,0.0109010498410843,0.0165566772975273,0.0164825738177762,0.0165566772975273,0.060496978253915104,0.02187352679715333
21,28,30,35,40,0.0109010498410843,0.0164825738177762,0.0109010498410843,0.0164825738177762,0.05476724731772101,0.019801862611757273
22,28,29,35,41,0.0109010498410843,0.0178884462706022,0.0109010498410843,0.0178884462706022,0.057578992223372996,0.02081848822374076
23,31,22,29,24,0.0165284533041512,0.0187445744576187,0.0178884462706022,0.0089459557796219,0.06210742981199399,0.022455808033801317
24,31,22,32,25,0.0165284533041512,0.0187445744576187,0.0165284533041512,0.0187445744576187,0.07054605552353979,0.025506910931171214
25,31,32,38,37,0.0165284533041512,0.0165284533041512,0.0181467891790247,0.0181467891790247,0.0693504849663518,0.025074635710567998
26,31,29,38,41,0.0165284533041512,0.0178884462706022,0.0181467891790247,0.0178884462706022,0.0704521350243803,0.025472952663924468
27,33,26,30,23,0.029518713406218,0.0218324298963096,0.0164825738177762,0.0165566772975273,0.08439039441783111,0.030512524873113112
28,33,30,39,40,0.029518713406218,0.0164825738177762,0.029518713406218,0.0164825738177762,0.0920025744479884,0.03326481480031498
29,34,21,32,25,0.0293557502963303,0.0208290546033615,0.0165284533041512,0.0187445744576187,0.0854578326614617,0.03089847206750623
30,34,32,36,37,0.0293557502963303,0.0165284533041512,0.0293557502963303,0.0181467891790247,0.0933867430758365,0.033765280285482493
31,42,38,46,37,0.0289677404218836,0.0181467891790247,0.0289677404218836,0.0181467891790247,0.0942290592018166,0.03406983143638411
32,42,38,47,41,0.0289677404218836,0.0181467891790247,0.022832077353699,0.0178884462706022,0.0878350532252095,0.031757989339354704
33,43,35,48,40,0.0297533986458906,0.0109010498410843,0.0297533986458906,0.0164825738177762,0.0868904209506417,0.03141644435698399
34,43,35,47,41,0.0297533986458906,0.0109010498410843,0.022832077353699,0.0178884462706022,0.0813749721112761,0.02942225685426547
35,44,36,46,37,0.0089459557796219,0.0293557502963303,0.0289677404218836,0.0181467891790247,0.08541623567686049,0.03088343209718678
36,45,39,48,40,0.0218324298963096,0.029518713406218,0.0297533986458906,0.0164825738177762,0.09758711576619442,0.03528398365302845
