,Region_1,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,Region_10,Region_11,Region_12,Region_13,Region_14,Region_15,Region_16,Region_17,Region_18,Region_19,Region_20,Region_21,Region_22,Region_23,Region_24,Region_25,Region_26,Region_27,Region_28,Region_29,Region_30,Region_31,Region_32,Region_33,Region_34,Region_35,Region_36,Region_37,Region_38,Region_39,Region_40,Region_41,Region_42,Region_43,Region_44,Region_45,Region_46,Region_47
CP_26,138.47384876748882,80.23525029925872,114.22892376216194,110.97951216271919,88.91253628835175,72.84181902810309,70.60640305040512,55.8101853808918,47.92300900172311,124.41582554761057,118.15101154296039,46.5661392967491,64.13767847499716,62.991665649171466,48.77968697250972,109.398634238613,104.36939036990067,82.23360908306856,99.5404864803068,80.48370707930218,31.07233405238752,28.19892378552,38.12450453869327,65.31389653860805,62.789637020857995,143.81258281297065,76.23635038870472,67.63415210381845,94.03093654377878,94.2015185368563,72.64372952800257,107.49173223965298,92.96619983084646,98.40162453330774,120.69088551204868,108.97566586782689,51.6904244544035,67.81020772434368,138.58748302334627,129.22828267393325,97.64153140911718,99.97571615853589,131.56099642938446,116.7844007182857,83.31041035266213,144.0041974106686,106.41792227986102
CP_27,122.37111583702,69.77245470273354,100.29064680394205,97.0412352044993,77.00450909016384,60.93379182991518,58.69837585221722,51.75441070937276,43.86723433020407,104.75600155106751,98.49118754641734,34.6581120985612,52.229651276809264,43.33184165262841,29.11986297596667,95.46035728039311,90.43111341168078,68.29533212484867,79.88066248376374,60.823883082759124,23.632754973815356,8.539099788976944,5.782813743374608,45.654072542065,43.12981302431494,124.15275881642759,54.03719964228559,35.292461308499774,71.83178579735964,61.85982774153763,40.3020387326839,87.83190824310992,70.76704908442733,76.10855756783502,95.1369846481521,77.13149375264204,19.34873365908483,35.468516929025014,118.92765902680323,109.5684586773902,65.29984061379851,67.63402536321722,99.71682431419961,84.44270992296703,50.96871955734346,117.77098828906338,74.07623148454235
CP_28,44.753699901542305,114.28331386675464,47.705477779141226,48.030307842581564,77.86627043063422,105.44465099393628,92.02685246654733,130.18914913690136,122.30197275773268,27.138585615589818,9.626006316360154,90.29369695007928,72.72215777183122,64.78535221014909,78.99733088681083,41.584500950195654,46.61374481890799,64.93576898553754,28.23653137901375,47.29331078001837,102.06749340134397,99.57809407380056,111.41152133097852,76.5665757679111,80.51230859551201,21.543817084576414,71.39436383781035,90.13910217159616,72.95858249174087,82.8366243285093,104.39441333736303,49.65204100397766,54.664514395668604,68.58789450221191,62.386462743971045,80.3919536394811,106.0828298210111,113.6055901838715,26.768916874200784,51.12831581872321,102.1103423642515,117.62750948965987,79.39024761134496,87.36228100510601,129.10579281218995,65.90423055545855,124.069715610985
CP_29,87.8840498047569,64.4990374070597,65.80358077167892,62.554169172236165,51.74589267185747,55.660374534241335,43.05491000522084,62.40274455028192,54.51556817111323,70.26893551880441,64.00412151415424,29.384694802887353,23.750215310504736,8.844775620365299,11.210926300191366,60.97329124812999,55.944047379417654,33.80826609258555,45.393596451500635,26.336817050496016,34.28108881472451,31.79168948718109,43.625116744359055,5.323283265906966,7.778513627091029,88.21303531993445,16.245737116003642,22.146412851440296,34.040323271077696,49.1703349097589,36.825971352907025,51.89218474661678,32.97558655814538,38.41101126060665,65.09133801901248,48.985052595125815,38.09014050085524,45.612900863715616,82.98793553031008,73.62873518089705,61.823773234021644,64.15795798344035,71.57038315668339,63.392666131365125,61.113103492034064,88.4046499176324,70.60016410476548
CP_30,129.5147847211422,76.91612358685572,107.43431568806423,104.18490408862148,84.14817797428603,68.07746071403736,65.8420447363394,58.898079593494955,51.01090321432626,111.89967043518972,105.63485643053953,41.80178098268338,59.37332016093144,50.475510536750605,36.26353186008886,102.60402616451529,97.57478229580296,75.43900100897085,87.02433136788594,67.96755196688132,30.776423857937544,15.682768673099133,3.8493414159211676,51.51811077538209,47.7268882053956,124.07102551876297,52.103727314832156,33.35898898104634,69.89831346990621,59.9263554140842,38.36856640523046,87.7501749454453,68.8335767569739,74.17508524038159,93.20351232069868,75.19802142518861,17.41526133163139,33.53504460157157,118.8459257291386,108.83658278173534,63.36636828634508,65.70055303576379,97.78335198674617,82.5092375955136,49.03524722989002,115.83751596160994,72.14275915708892
CP_31,62.95615965109839,112.68377886180778,57.52470799224389,57.84953805568423,81.2738605598626,103.84511598898942,90.42731746160047,128.5896141319545,120.70243775278583,45.3410453651459,33.05671637037118,88.69416194513242,71.12262276688436,63.18581720520223,77.39779588186397,51.40373116329832,56.43297503201065,63.33623398059068,32.33249943743293,45.69377577507151,100.46795839639711,97.9785590688537,109.28651817517849,71.95458612636416,75.90031895396507,50.3042089216829,61.03213227626749,79.77687061005331,62.59635093019801,72.47439276696645,94.03218177582018,35.91054112820595,44.302282834125755,58.225662940669054,43.215385188159644,61.2208760836697,95.72059825946826,103.24335862232863,54.704335682827185,47.69459422478493,87.33407275846314,104.87047083240546,60.21917005553355,68.19120344929462,118.74356125064708,62.47050896152028,111.31267695373059
CP_32,98.67189918602696,71.33919647347741,76.591430152949,73.34201855350625,62.53374205312754,62.500533600659054,53.84275938649091,69.24290361669965,61.35572723753096,81.05678490007448,74.7919708954243,36.22485386930507,34.53806469177481,19.63262500163537,18.051085366609087,71.76114062940006,66.73189676068773,44.59611547385562,56.181445832770706,37.12466643176609,41.12124788114224,38.631848553598815,47.91868210773525,7.851401443873351,4.041135318260819,90.74115349790083,18.773855293970026,18.409034542610087,36.56844144904408,51.698453087725284,33.088593044076816,54.420302924583154,35.503704736111764,40.93912943857303,67.61945619697886,51.5131707730922,34.35276219202503,41.87552255488541,85.51605370827646,76.15685335886343,58.08639492519143,60.42057967461014,74.09850133464977,65.92078430933151,57.375725183203855,90.93276809559877,66.86278579593527
CP_33,97.49550358291435,92.78082273110178,83.6804906617927,80.43107906234995,69.62280256197124,83.94215985828342,70.52436133089446,101.36334108694318,93.47616470777449,79.88038929696187,73.61557529231168,68.3452913395486,51.21966663617836,38.931307395764875,50.17152283685261,78.85020113824376,73.82095726953143,51.68517598269932,55.00505022965808,35.94827082865346,73.24168535138577,70.75228602384233,81.07914022739575,40.265453643212446,44.21118647081336,91.44159939245827,32.824754328484765,51.569492662270584,50.619340483558815,64.29419570447149,66.2490511637373,55.1207488191406,36.20415063066921,50.0454658781741,68.3199020915363,62.00723822187959,67.51322031168553,75.03598067454591,86.2164996028339,76.85729925342088,83.56791374021367,93.58103779427063,84.59256878343714,76.4148517581189,90.53618330286436,91.63321399015622,100.02324391559576
CP_34,57.7908049131563,79.50912748443685,48.108597318496365,48.4334273819367,48.09920918249165,70.67046461161847,57.25266608422952,95.41496275458358,87.52778637541489,40.175690627203814,33.91087662255363,55.51951056776147,37.94797138951341,30.01116582783128,44.22314450449303,41.98762048955079,47.01686435826313,30.16158260321973,15.300351559900037,12.519124397700566,67.29330701902617,64.80390769148275,76.11186679780754,38.77993474899323,42.72566757659414,50.80975133596791,27.85748089889655,46.60221923268237,29.421699552827064,39.2997413895955,60.85753039844924,14.488900762650232,11.127631456754813,25.05101156329811,27.68805403504593,37.0127839070036,62.54594688209732,70.0687072449577,45.58465154634354,36.22545119693051,58.57345942533769,74.09062655074607,44.69183890241984,51.42039744324291,85.56890987327614,51.00136593366586,80.5328326720712
CP_35,120.73544507638121,83.78121392339591,98.65497604330324,95.40556444386048,84.59728794348177,74.94255105057755,72.70713507287958,75.22934547955057,67.34216910038188,103.12033079042872,96.85551678577853,48.66687131922356,56.60161058212904,41.6961708919896,36.703553812694146,93.8246865197543,88.79544265104197,66.65966136420985,78.24499172312494,59.18821232212032,47.10768974399317,39.44361794792733,39.95155062039419,36.30340635664322,38.4156997237602,112.82533484050398,40.858036636573175,33.71275703096113,58.65262279164723,69.80576615308851,48.247977144234774,76.50448426718631,57.58788607871492,63.023310781176185,89.70363753958202,73.59735211569534,34.52139769753761,49.73886911009217,107.60023505087962,98.24103470146659,73.24577902534939,75.5799637747681,96.1826826772529,88.00496565193465,65.23907173841062,113.01694943820193,82.02216989609323
CP_36,93.67278181087421,71.71768506171628,72.20989442796706,68.9604828285243,58.152206328145596,62.87902218889792,49.46122366150897,71.1958935350803,63.30871715591161,76.05766752492173,69.79285352027155,38.177843787685724,30.156528966792862,15.251089276653424,20.00407528498974,67.37960490441812,62.35036103570579,40.214579748873675,51.18232845761795,32.74313070678414,43.07423779952289,40.58483847197947,44.19890364056951,3.469865718891407,7.240542386278125,79.99179420275216,8.02449599882136,14.68925607544435,25.819082153895415,40.94909379257662,29.368814576911078,43.67094362943449,24.7543454409631,30.18977014342437,56.87009690183019,40.763811477943534,30.632983724859294,38.15574408771967,74.7666944131278,65.40749406371476,54.36661645802569,56.7008012074444,63.3491420395011,55.171425014182844,53.655946716038116,80.18340880045011,63.14300732876953
CP_37,129.80307298129256,77.2044118470061,107.72260394821461,104.47319234877186,84.4364662344364,68.36574897418774,66.13033299648977,59.186367853645315,51.29919147447662,112.18795869534007,105.9231446906899,42.09006924283375,59.66160842108181,50.76379879690097,36.55182012023922,102.89231442466567,97.86307055595334,75.72728926912123,87.3126196280363,68.25584022703168,31.064712118087908,15.971056933249496,4.1376296760715325,45.40097521881915,41.60975264883266,117.95388996220002,45.98659175826921,27.24185342448339,63.78117791334327,53.809219857521256,32.25143084866752,81.63303938888235,62.716441200410955,68.05794968381865,87.08637676413574,69.08088586862567,11.298125775068446,27.41790904500863,112.72879017257566,102.7194472251724,57.249232729782136,59.58341747920085,91.66621643018323,76.39210203895065,42.918111673327076,109.720380405047,66.02562360052598
CP_38,70.93105026193102,132.40985217159943,73.88282813952995,74.2076582029703,100.99993386965421,123.57118929878105,110.1533907713921,148.31568744174612,140.42851106257743,53.31593597597853,35.80335667674887,108.42023525492405,90.84869607667599,82.91189051499384,97.12386919165559,67.76185131058438,72.7910951792967,83.0623072903823,54.41388173940247,65.41984908486313,120.19403170618872,117.70463237864531,122.31265745403647,84.98072540522215,88.92645823282305,7.9463046426232955,74.05827155512547,92.80300988891129,75.622490209056,76.21077591720378,97.76856492605751,38.41182392451234,57.32842211298373,71.25180221952704,42.933619010589304,60.93910990609936,108.74673753832624,113.2505568956509,7.316073140819041,31.675472085341468,87.0523065808928,104.58870465483514,59.93740387796321,67.90943727172429,128.75075952396935,46.45138682207682,111.03091077616027
CP_39,68.28358826933324,126.7296853595683,71.23536614693217,71.56019621037251,95.31976705762308,117.89102248674992,104.47322395936096,142.635520629715,134.7483442505463,50.66847398338075,33.155894684151086,102.74006844289292,85.16852926464486,77.23172370296271,91.44370237962445,65.11438931798659,70.14363318669892,77.38214047835116,51.76641974680469,59.739682272832,114.51386489415759,112.02446556661418,116.63249064200534,79.30055859319101,83.24629142079192,5.2988426500255095,68.37810474309434,87.12284307688016,69.94232339702486,70.53060910517264,92.08839811402638,32.7316571124812,51.6482553009526,65.5716354074959,37.253452198558165,55.25894309406822,103.06657072629511,107.57039008361977,1.6359063287878985,25.995305273310322,81.37213976886166,98.90853784280398,54.257237065932074,62.22927045969315,123.07059271193822,40.771220010045674,105.35074396412911
